"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation","dissection:ch1","tissue type:ch1","treatment:ch1"
"GSM1551407","CIN3-37","GSM1551407","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551407/suppl/GSM1551407_CIN3-37_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551408","CIN3-38","GSM1551408","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551408/suppl/GSM1551408_CIN3-38_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551409","CIN3-39","GSM1551409","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551409/suppl/GSM1551409_CIN3-39_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551410","CIN3-40","GSM1551410","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551410/suppl/GSM1551410_CIN3-40_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551411","Cancer-01","GSM1551411","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: whole section","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551411/suppl/GSM1551411_Cancer-01_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","whole section","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551412","Cancer-02","GSM1551412","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551412/suppl/GSM1551412_Cancer-02_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551413","Cancer-03","GSM1551413","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551413/suppl/GSM1551413_Cancer-03_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551414","Cancer-04","GSM1551414","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: whole section","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551414/suppl/GSM1551414_Cancer-04_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","whole section","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551415","Cancer-05","GSM1551415","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551415/suppl/GSM1551415_Cancer-05_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551416","Cancer-06","GSM1551416","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551416/suppl/GSM1551416_Cancer-06_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551417","Cancer-07","GSM1551417","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551417/suppl/GSM1551417_Cancer-07_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551418","Cancer-08","GSM1551418","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551418/suppl/GSM1551418_Cancer-08_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551419","Cancer-09","GSM1551419","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551419/suppl/GSM1551419_Cancer-09_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551420","Cancer-10","GSM1551420","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551420/suppl/GSM1551420_Cancer-10_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551421","Cancer-11","GSM1551421","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551421/suppl/GSM1551421_Cancer-11_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551422","Cancer-12","GSM1551422","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551422/suppl/GSM1551422_Cancer-12_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551423","Cancer-13","GSM1551423","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: whole section","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551423/suppl/GSM1551423_Cancer-13_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","whole section","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551424","Cancer-14","GSM1551424","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: whole section","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551424/suppl/GSM1551424_Cancer-14_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","whole section","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551425","Cancer-15","GSM1551425","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: whole section","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551425/suppl/GSM1551425_Cancer-15_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","whole section","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551426","Cancer-16","GSM1551426","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551426/suppl/GSM1551426_Cancer-16_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551427","Cancer-17","GSM1551427","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551427/suppl/GSM1551427_Cancer-17_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551428","Cancer-18","GSM1551428","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: whole section","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551428/suppl/GSM1551428_Cancer-18_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","whole section","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551429","Cancer-19","GSM1551429","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551429/suppl/GSM1551429_Cancer-19_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
"GSM1551430","Cancer-20","GSM1551430","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical squamous epithelial cancer","treatment: flash-frozen biopsy, cryosectioned","dissection: laser captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551430/suppl/GSM1551430_Cancer-20_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser captured","cervical squamous epithelial cancer","flash-frozen biopsy, cryosectioned"
